word,phonemes,difficulty
يَجْتَمِعُوا,j-a-dʒ-t-a-m-i-ʕ-uː,medium
أَصْيَدُ,ʔ-a-sˤ-j-a-d-u,medium
إِبَّانِ,ʔ-i-b-b-aː-n-i,medium
قَائِمَةً,q-aː-ʔ-i-m-a,medium
وَتُكْرَهُ,w-a-t-u-k-r-a-h-u,low
وَتَشْدِيدِ,w-a-t-a-ʃ-d-iː-d-i,low
وَتُقَبِّحَ,w-a-t-u-q-a-b-b-i-ħ-a,medium
عُهْدَتِهِ,ʕ-u-h-d-a-t-i-h-i,medium
وَاسْتَهَالَ,w-aː-s-t-a-h-aː-l-a,low
عَارُ,ʕ-aː-r-u,medium
الْأَحْمَرَ,a-l-ʔ-a-ħ-m-a-r-a,medium
وَالْجَلَعَة,w-aː-l-dʒ-a-l-a-ʕ-a,medium
أَعْيُنِ,ʔ-a-ʕ-j-u-n-i,medium
نَرْجِسِيٌّ,n-a-r-dʒ-i-s-i-j-j-u-n,low
وَحَقَّقْتَ,w-a-ħ-a-q-q-a-q-t-a,high
وَتَنْحَصِرَ,w-a-t-a-n-ħ-a-sˤ-i-r-a,medium
وَحِزْبِيَّةً,w-a-ħ-i-z-b-i-j-j-a,medium
بِالأَدِلَّةِ,b-i-l-ʔ-a-d-i-l-l-a,medium
بِشَهَوَاتِهَا,b-i-ʃ-a-h-a-w-aː-t-i-h-aː,low
سِ,s-i,low
الْحِزْبِ,a-l-ħ-i-z-b-i,medium
الْعِلَاجَ,a-l-ʕ-i-l-aː-dʒ-a,medium
نَهَضُوا,n-a-h-a-dˤ-uː,medium
غَالِبِيَّةُ,ɣ-aː-l-i-b-i-j-j-a,medium
وَوُصْلَة,w-a-w-u-sˤ-l-a,medium
مَدَارٍ,m-a-d-aː-r-i-n,low
نُفُوسِ,n-u-f-uː-s-i,low
يَوْمَ,j-a-w-m-a,low
وَدَرْسِهِ؛,w-a-d-a-r-s-i-h-i,low
أَمَانَاتِ,ʔ-a-m-aː-n-aː-t-i,medium
آذَانٌ,ʔ-aː-ð-aː-n-u-n,medium
تَقُودُنَا,t-a-q-uː-d-u-n-aː,medium
ظَرْف,ðˤ-a-r-f,medium
الْمُدَخِّنِ,a-l-m-u-d-a-x-x-i-n-i,low
فَتِيق,f-a-t-iː-q,medium
يَدَاكَ,j-a-d-aː-k-a,low
مُتَعَدِّدَةٌ,m-u-t-a-ʕ-a-d-d-i-d-a,medium
لِأَقْرَبَ,l-i-ʔ-a-q-r-a-b-a,medium
بِرَحَبِهَا,b-i-r-a-ħ-a-b-i-h-aː,medium
بِأَضْرَاسِهِ,b-i-ʔ-a-dˤ-r-aː-s-i-h-i,medium
مُطَأْطِئًا,m-u-tˤ-a-ʔ-tˤ-i-ʔ-a-n,high
جَرَّاءَ,dʒ-a-r-r-aː-ʔ-a,medium
بِمُسْتَشْفَى,b-i-m-u-s-t-a-ʃ-f-aː,low
خَطَّطُوا,x-a-tˤ-tˤ-a-tˤ-uː,high
بِالْأَحْسَابِ,b-i-l-ʔ-a-ħ-s-aː-b-i,medium
مُحَنَّكًا,m-u-ħ-a-n-n-a-k-a-n,medium
الْمُخَالِفِينَ,a-l-m-u-x-aː-l-i-f-iː-n-a,low
مُوَاجَهَةٍ,m-uː-dʒ-a-h-a,low
الطَّيِّبِينَ,a-tˤ-tˤ-a-j-j-i-b-iː-n-a,medium
نِهْد,n-i-h-d,low
خُطْبَةِ,x-u-tˤ-b-a,medium
شُرُورِ,ʃ-u-r-uː-r-i,low
يُسَيْطِرُ,j-u-s-a-j-tˤ-i-r-u,medium
ذَاتِيٍّ,ð-aː-t-i-j-j-i-n,medium
يَنْدُوهُ,j-a-n-d-uː-h-u,low
الْعِرَاقِيُّونَ,a-l-ʕ-i-r-aː-q-i-j-j-uː-n-a,medium
وَجَاوَزَ,w-a-dʒ-aː-w-a-z-a,low
تَسْتَقِرُّ,t-a-s-t-a-q-i-r-r-u,medium
لَمَزَاوي,l-a-m-a-z-aː-w-j,low
الْمُرَجَّحِ,a-l-m-u-r-a-dʒ-dʒ-a-ħ-i,medium
وَالنَّمَط,w-aː-l-n-n-a-m-a-tˤ,medium
حَوَّلَتِ,ħ-a-w-w-a-l-a-t-i,medium
نَمُوتُ,n-a-m-uː-t-u,low
وَيَقْفِزُ,w-a-j-a-q-f-i-z-u,medium
الْعَائِلِيَّةُ,a-l-ʕ-aː-ʔ-i-l-i-j-j-a,medium
تَمَايَزَ,t-a-m-aː-j-a-z-a,low
مُسْتَشْرِفَةً,m-u-s-t-a-ʃ-r-i-f-a,low
الْحَوَاسِيبِ,a-l-ħ-a-w-aː-s-iː-b-i,medium
وَحَقَّهُ,w-a-ħ-a-q-q-a-h-u,high
الْمَانِعَةِ,a-l-m-aː-n-i-ʕ-a,medium
أظْهَرَتْ,ʔ-a-ðˤ-h-a-r-a-t,medium
وَبِضَرُورَةِ,w-a-b-i-dˤ-a-r-uː-r-a,medium
الصَّحِيحِ؛,a-sˤ-sˤ-a-ħ-iː-ħ-i,high
الْعَوَانِسِ,a-l-ʕ-a-w-aː-n-i-s-i,medium
بِعَطَائِهِ,b-i-ʕ-a-tˤ-aː-ʔ-i-h-i,high
الْمَتْنُ,a-l-m-a-t-n-u,low
الْكَرْمِ,a-l-k-a-r-m-i,low
حَمِيَّةً,ħ-a-m-i-j-j-a,medium
وَاسِعٌ,w-aː-s-i-ʕ-u-n,medium
تَتَحَقَّقْ,t-a-t-a-ħ-a-q-q-a-q,high
مَهْدِيِّينَ,m-a-h-d-i-j-j-iː-n-a,low
لِاسْتِقْرَارِهِ,l-i-s-t-i-q-r-aː-r-i-h-i,medium
التِّجَارَةُ,a-t-t-i-dʒ-aː-r-a,low
وَيَتَرَكَّزُ,w-a-j-a-t-a-r-a-k-k-a-z-u,low
مَنْطِقهَا,m-a-n-tˤ-i-q-h-aː,medium
ومِحْسان,w-m-i-ħ-s-n,medium
حَيَاؤُهُ,ħ-a-j-aː-ʔ-u-h-u,medium
فَتَتَقَدَّمُ,f-a-t-a-t-a-q-a-d-d-a-m-u,medium
وَرَغْبَةُ,w-a-r-a-ɣ-b-a,medium
إِضَافَةُ,ʔ-i-dˤ-aː-f-a,medium
وَإِمْكَانَاتٍ,w-a-ʔ-i-m-k-aː-n-aː-t-i-n,medium
بِعُمْقٍ,b-i-ʕ-u-m-q-i-n,medium
لِمُبَايَعَةِ,l-i-m-u-b-aː-j-a-ʕ-a,medium
وَاسْتِعْبَادِهِمْ,w-aː-s-t-i-ʕ-b-aː-d-i-h-i-m,medium
وَتَغْلُظُ,w-a-t-a-ɣ-l-u-ðˤ-u,medium
نَجَاحٍ,n-a-dʒ-aː-ħ-i-n,medium
مُتَرَدِّدٌ,m-u-t-a-r-a-d-d-i-d-u-n,low
لِأُخْتِكَ,l-i-ʔ-u-x-t-i-k-a,medium
يُعْبَدَ,j-u-ʕ-b-a-d-a,medium
وَالْإِفْطَارِ,w-aː-l-ʔ-i-f-tˤ-aː-r-i,medium
وَتَتَابَعَتْ,w-a-t-a-t-aː-b-a-ʕ-a-t,medium
لَمَحْته,l-a-m-a-ħ-t-h,medium
نُسُورَ,n-u-s-uː-r-a,low
الْأَحْقَافِ,a-l-ʔ-a-ħ-q-aː-f-i,high
سَلِس,s-a-l-i-s,low
وَاجْتِرَاحِ,w-aː-dʒ-t-i-r-aː-ħ-i,medium
يَرْهَقُ,j-a-r-h-a-q-u,medium
خُطُوَاتِ,x-u-tˤ-uː-t-i,medium
وَرَتَّبَ,w-a-r-a-t-t-a-b-a,low
التَّعْبِئَةِ,a-t-t-a-ʕ-b-i-ʔ-a,medium
فَرَأَيْتُهُمَا,f-a-r-a-ʔ-a-j-t-u-h-u-m-aː,medium
الْكَفُّ,a-l-k-a-f-f-u,low
وَمُنَافِقٍ,w-a-m-u-n-aː-f-i-q-i-n,medium
صَدَعٌ,sˤ-a-d-a-ʕ-u-n,medium
الْعَوْدَةَ,a-l-ʕ-a-w-d-a,medium
أَوْصَى,ʔ-a-w-sˤ-aː,medium
فَرْحَتَهُمْ,f-a-r-ħ-a-t-a-h-u-m,medium
أَرْوَاحَ,ʔ-a-r-w-aː-ħ-a,medium
لِلْاِحْتِفَالِ,l-i-l-ħ-t-i-f-aː-l-i,medium
مُنْتَجًا,m-u-n-t-a-dʒ-a-n,low
الْبُقْعَةِ,a-l-b-u-q-ʕ-a,medium
الْعُنَّةِ,a-l-ʕ-u-n-n-a,medium
وَبَعِيدًا,w-a-b-a-ʕ-iː-d-a-n,medium
بِشُكْرِهِ,b-i-ʃ-u-k-r-i-h-i,low
وَالْمَادِّيَّةَ,w-aː-l-m-aː-d-d-i-j-j-a,low
الْمَيَّتَ,a-l-m-a-j-j-a-t-a,low
أَتَّبِعُ,ʔ-a-t-t-a-b-i-ʕ-u,medium
وَجْهَهُ,w-a-dʒ-h-a-h-u,low
لِحَاكِمَيْنِ؛,l-i-ħ-aː-k-i-m-a-j-n-i,medium
الْكِنَايَاتِ,a-l-k-i-n-aː-j-aː-t-i,low
الشَّمْسِ&quot;,a-ʃ-ʃ-a-m-s-i,low
فَالْخَلَلُ,f-aː-l-x-a-l-a-l-u,low
وَانْتَصَرُوا,w-aː-n-t-a-sˤ-a-r-uː,medium
النِّفَاسِ,a-n-n-i-f-aː-s-i,low
**بَيَانُهُ,b-a-j-aː-n-u-h-u,low
بَلَى,b-a-l-aː,low
الرَّحِيلُ,a-r-r-a-ħ-iː-l-u,medium
يَتَبَدَّ,j-a-t-a-b-a-d-d-a,low
بِالصِّيَامِ؛,b-i-l-sˤ-sˤ-i-j-aː-m-i,medium
وَيَنْخَفِضَ,w-a-j-a-n-x-a-f-i-dˤ-a,medium
الْجَيْشَ,a-l-dʒ-a-j-ʃ-a,low
فَخْراً,f-a-x-r,low
مُمْتَثِلٌ,m-u-m-t-a-θ-i-l-u-n,medium
كَافِرٍ,k-aː-f-i-r-i-n,low
نَتَدَارَسَ,n-a-t-a-d-aː-r-a-s-a,low
جَبَان,dʒ-a-b-aː-n,low
نَاصِح,n-aː-sˤ-i-ħ,medium
مُمَهَّدٍ,m-u-m-a-h-h-a-d-i-n,low
حَمَلَةٌ,ħ-a-m-a-l-a,medium
وَعُلَمَاءُ,w-a-ʕ-u-l-a-m-aː-ʔ-u,medium
نَسْر,n-a-s-r,low
خُرَافَةِ,x-u-r-aː-f-a,low
يَصْلَوْنَهَا,j-a-sˤ-l-a-w-n-a-h-aː,medium
وَاتَّقُوا,w-aː-t-t-a-q-uː,medium
وَاَيْمُ,w-aː-j-m-u,low
لِقَصْدِ,l-i-q-a-sˤ-d-i,medium
بِقُلُوبِهِمْ,b-i-q-u-l-uː-b-i-h-i-m,medium
قَتْلُهُ,q-a-t-l-u-h-u,medium
آثَارٍ,ʔ-aː-θ-aː-r-i-n,medium
الذَّرَّةُ,a-ð-ð-a-r-r-a,medium
الْمُحَاصَرَةِ,a-l-m-u-ħ-aː-sˤ-a-r-a,medium
الِاسْتِجَابَةُ,a-l-s-t-i-dʒ-aː-b-a,low
يَحْسَبَنَّ,j-a-ħ-s-a-b-a-n-n-a,medium
الثَّلَّاجَةِ,a-θ-θ-a-l-l-aː-dʒ-a,medium
وَلاعٍ,w-a-l-ʕ-i-n,medium
مِعْمَارِيًّا,m-i-ʕ-m-aː-r-i-j-j-a-n,medium
إِنْسَانِيَّتَهُ,ʔ-i-n-s-aː-n-i-j-j-a-t-a-h-u,medium
يَذُوبَ,j-a-ð-uː-b-a,medium
مِّمَّا,m-m-i-m-m-aː,low
وَاسْتَجْدَيْتُهُ,w-aː-s-t-a-dʒ-d-a-j-t-u-h-u,low
الْهَائِلِ,a-l-h-aː-ʔ-i-l-i,medium
وَدَاء,w-a-d-aː-ʔ,medium
فَالْمُحَاوَلَةُ,f-aː-l-m-u-ħ-aː-w-a-l-a,medium
عِقَالِ,ʕ-i-q-aː-l-i,medium
يَسْتَخْدِمَهُ,j-a-s-t-a-x-d-i-m-a-h-u,low
بِاتِّسَاقِهَا,b-i-t-t-i-s-aː-q-i-h-aː,medium
لِلذَّلِيلِ,l-i-l-ð-ð-a-l-iː-l-i,medium
مَوْجُودٍ,m-a-w-dʒ-uː-d-i-n,low
أَخْبَرْتُكُمْ,ʔ-a-x-b-a-r-t-u-k-u-m,medium
وَالضِّمَادَةِ,w-aː-l-dˤ-dˤ-i-m-aː-d-a,medium
خِيفَتهُ,x-iː-f-a-t-h-u,low
عَقَّارٍ,ʕ-a-q-q-aː-r-i-n,high
سُهُولَةٌ,s-u-h-uː-l-a,low
كَلِمَاتٌ,k-a-l-i-m-aː-t-u-n,low
لِحُقوقِ,l-i-ħ-u-q-w-q-i,high
تَسْعَى,t-a-s-ʕ-aː,medium
تَسْبِيحٌ,t-a-s-b-iː-ħ-u-n,medium
صَيْفِيَّةٍ,sˤ-a-j-f-i-j-j-a,medium
وَإِبْدَاعِهِ؛,w-a-ʔ-i-b-d-aː-ʕ-i-h-i,medium
وَعِقَاباً,w-a-ʕ-i-q-aː-b,medium
بِرِبَاطِ,b-i-r-i-b-aː-tˤ-i,medium
الْعَدَّاءَاتُ,a-l-ʕ-a-d-d-aː-ʔ-aː-t-u,medium
الْبِرِيطَانِيَّ,a-l-b-i-r-iː-tˤ-aː-n-i-j-j-a,medium
لِكُلِّ,l-i-k-u-l-l-i,low
ضُعْفاً,dˤ-u-ʕ-f,medium
مَهَامِّهِمْ,m-a-h-aː-m-m-i-h-i-m,low
وَسَائِرَ,w-a-s-aː-ʔ-i-r-a,medium
وَيُذَكِّرُهُمْ,w-a-j-u-ð-a-k-k-i-r-u-h-u-m,medium
وَمُتَجَاوَزٌ,w-a-m-u-t-a-dʒ-aː-w-a-z-u-n,low
مَغْدَاة,m-a-ɣ-d-aː,medium
وَعَطَفَ,w-a-ʕ-a-tˤ-a-f-a,medium
وَالدَّفْعِ,w-aː-l-d-d-a-f-ʕ-i,medium
دَمْعه,d-a-m-ʕ-h,medium
عِتْقاً,ʕ-i-t-q,medium
النَّابِغَةِ,a-n-n-aː-b-i-ɣ-a,medium
وَحْشِيَّةً,w-a-ħ-ʃ-i-j-j-a,medium
نَسْخَ,n-a-s-x-a,low
وَسَبْعُونَ,w-a-s-a-b-ʕ-uː-n-a,medium
التَّوْحيِدُ,a-t-t-a-w-ħ-j-i-d-u,medium
تُضْطَرَّ,t-u-dˤ-tˤ-a-r-r-a,medium
بِنُفَايَاتِ,b-i-n-u-f-aː-j-aː-t-i,low
فَشِلْتُمْ,f-a-ʃ-i-l-t-u-m,low
بِالْوَسَائِلِ,b-i-l-w-a-s-aː-ʔ-i-l-i,medium
وَبَاسَطَهُ,w-a-b-aː-s-a-tˤ-a-h-u,medium
أُلْفَتِهِمْ,ʔ-u-l-f-a-t-i-h-i-m,medium
احْتِمَالِيَّةُ,ħ-t-i-m-aː-l-i-j-j-a,medium
النُّصُوصِ,a-n-n-u-sˤ-uː-sˤ-i,medium
وَأُوَارُه,w-a-ʔ-uː-r-u-h,medium
وَالْفُؤَادَ,w-aː-l-f-u-ʔ-aː-d-a,medium
وَالْوَاهِبُ,w-aː-l-w-aː-h-i-b-u,low
الأَصْل,a-l-ʔ-a-sˤ-l,medium
عِلَاجِيَّةٍ,ʕ-i-l-aː-dʒ-i-j-j-a,medium
بِطَبْعِهِ,b-i-tˤ-a-b-ʕ-i-h-i,medium
الْحِكْمَةِ,a-l-ħ-i-k-m-a,medium
سَتَتَحَوَّلُ,s-a-t-a-t-a-ħ-a-w-w-a-l-u,medium
وَمُجَرَّدٌ,w-a-m-u-dʒ-a-r-r-a-d-u-n,low
وَفِيهَا,w-a-f-iː-h-aː,low
الجَنَّةَ,a-l-dʒ-a-n-n-a,low
الْمُزَيِّفُونَ,a-l-m-u-z-a-j-j-i-f-uː-n-a,low
عَيْنُ,ʕ-a-j-n-u,medium
وَزَوَّرُوا,w-a-z-a-w-w-a-r-uː,low
وَالْمَنَاطِقَةُ,w-aː-l-m-a-n-aː-tˤ-i-q-a,medium
تُغَايِرُ,t-u-ɣ-aː-j-i-r-u,medium
وَمَضَّتْ,w-a-m-a-dˤ-dˤ-a-t,medium
سُقُوطُ,s-u-q-uː-tˤ-u,medium
الاسْتِعْمَارِ,a-l-s-t-i-ʕ-m-aː-r-i,medium
شَأْنِه,ʃ-a-ʔ-n-i-h,medium
وَالرَّحْمَةِ,w-aː-l-r-r-a-ħ-m-a,medium
الْكُتُبَ,a-l-k-u-t-u-b-a,low
أَزُورَ,ʔ-a-z-uː-r-a,medium
وَالزِّرَاعَةِ,w-aː-l-z-z-i-r-aː-ʕ-a,medium
التَّكَيُّفِ,a-t-t-a-k-a-j-j-u-f-i,low
سَاهَمَ,s-aː-h-a-m-a,low
وَأَمْرَجَهُ,w-a-ʔ-a-m-r-a-dʒ-a-h-u,medium
الْأَوْصَافُ,a-l-ʔ-a-w-sˤ-aː-f-u,medium
الصِّغارِ,a-sˤ-sˤ-i-ɣ-r-i,high
أُغْلِقَتْ,ʔ-u-ɣ-l-i-q-a-t,high
وَالْأَجْرِ,w-aː-l-ʔ-a-dʒ-r-i,medium
وَصَرْصَر,w-a-sˤ-a-r-sˤ-a-r,medium
انْحَدَرِ,n-ħ-a-d-a-r-i,medium
تَذْكُرُ,t-a-ð-k-u-r-u,medium
وَإِكْرَامًا,w-a-ʔ-i-k-r-aː-m-a-n,medium
لِأَحَاسِيسِ,l-i-ʔ-a-ħ-aː-s-iː-s-i,medium
يَطُولَهُ,j-a-tˤ-uː-l-a-h-u,medium
الْكَثِيرُ,a-l-k-a-θ-iː-r-u,medium
وَالْعِصَابَةُ,w-aː-l-ʕ-i-sˤ-aː-b-a,medium
الشَّعْبِيَّةِ&quot;,a-ʃ-ʃ-a-ʕ-b-i-j-j-a,medium
واسْتَأْوَيْته,w-s-t-a-ʔ-w-a-j-t-h,medium
تَوْضِيحُهَا,t-a-w-dˤ-iː-ħ-u-h-aː,medium
مُوَطَّأ,m-uː-tˤ-tˤ-a-ʔ-a,high
عَلِيمٌ,ʕ-a-l-iː-m-u-n,medium
فَيَجْعَلُهُمُ,f-a-j-a-dʒ-ʕ-a-l-u-h-u-m-u,medium
عَقْلٍ؛,ʕ-a-q-l-i-n,medium
وَنَبِيذٌ,w-a-n-a-b-iː-ð-u-n,medium
فَصِيلَةٍ,f-a-sˤ-iː-l-a,medium
لِصِمَاخِهِ,l-i-sˤ-i-m-aː-x-i-h-i,medium
فَيَقْلِبُ,f-a-j-a-q-l-i-b-u,medium
قَالَا,q-aː-l-aː,medium
الْجَمْعِيَّاتِ,a-l-dʒ-a-m-ʕ-i-j-j-aː-t-i,medium
غَرِيزَةِ,ɣ-a-r-iː-z-a,medium
فَضِيلَةَ,f-a-dˤ-iː-l-a,medium
الشَّعْبِييِنَ,a-ʃ-ʃ-a-ʕ-b-iː-j-i-n-a,medium
تُقْصَرَانِ,t-u-q-sˤ-a-r-aː-n-i,medium
فُؤَاده,f-u-ʔ-aː-d-h,medium
أَخْلاف,ʔ-a-x-l-f,medium
اللَّيْثِيِّ,a-l-l-a-j-θ-i-j-j-i,medium
نِحْرِير,n-i-ħ-r-iː-r,medium
دَانَ,d-aː-n-a,low
القَدِيمَة,a-l-q-a-d-iː-m-a,medium
يَتَعَرَّضُ,j-a-t-a-ʕ-a-r-r-a-dˤ-u,medium
لِلْمُتَبَرِّعِينَ,l-i-l-m-u-t-a-b-a-r-r-i-ʕ-iː-n-a,medium
وقَصَعْتُ,w-q-a-sˤ-a-ʕ-t-u,high
الْحَائِطُ,a-l-ħ-aː-ʔ-i-tˤ-u,high
الْأَلْفَاظُ,a-l-ʔ-a-l-f-aː-ðˤ-u,medium
وَصِغَرُ,w-a-sˤ-i-ɣ-a-r-u,medium
مُطْلَقًا,m-u-tˤ-l-a-q-a-n,medium
وَبَشَرني,w-a-b-a-ʃ-a-r-n-j,low
مَيْلِهَا,m-a-j-l-i-h-aː,low
يَتَغَلْغَلَ,j-a-t-a-ɣ-a-l-ɣ-a-l-a,medium
وَبِالْيَدِ,w-a-b-i-l-j-a-d-i,low
أَرفاغ,ʔ-a-r-f-ɣ,medium
وَالشَّرْقَ,w-aː-l-ʃ-ʃ-a-r-q-a,medium
وَالدِّينُ,w-aː-l-d-d-iː-n-u,low
إِمَاهَة,ʔ-i-m-aː-h-a,medium
فَأَسْكَرَتْهُ,f-a-ʔ-a-s-k-a-r-a-t-h-u,medium
وَيَأْمَنَ,w-a-j-a-ʔ-m-a-n-a,medium
مُوَاطِنِينَ,m-uː-tˤ-i-n-iː-n-a,medium
وَحَكَكْتهَا,w-a-ħ-a-k-a-k-t-h-aː,medium
عَمِلْتُمْ,ʕ-a-m-i-l-t-u-m,medium
هَوَتْ,h-a-w-a-t,low
الْإِبْلَاغِ,a-l-ʔ-i-b-l-aː-ɣ-i,medium
وَالثَّبَاتِ,w-aː-l-θ-θ-a-b-aː-t-i,medium
وَارْتَبَكَ,w-aː-r-t-a-b-a-k-a,low
تُصِيبُوا,t-u-sˤ-iː-b-uː,medium
اِتَّصَلْتُ,t-t-a-sˤ-a-l-t-u,medium
وَاعْتَلَجَتْ,w-aː-ʕ-t-a-l-a-dʒ-a-t,medium
حَصَيَاتٍ؛,ħ-a-sˤ-a-j-aː-t-i-n,medium
وَالْبَغْدَادِيُّ,w-aː-l-b-a-ɣ-d-aː-d-i-j-j-u,medium
يَنْقَطِعْ,j-a-n-q-a-tˤ-i-ʕ,high
وَيُخَفِّضُ,w-a-j-u-x-a-f-f-i-dˤ-u,medium
زَمَانِيًّا,z-a-m-aː-n-i-j-j-a-n,low
وَإِرْب,w-a-ʔ-i-r-b,medium
نَعَشَ,n-a-ʕ-a-ʃ-a,medium
وَقُدُرَاتِهِ,w-a-q-u-d-u-r-aː-t-i-h-i,medium
تَرْكِيبِهَا,t-a-r-k-iː-b-i-h-aː,low
فَرْزُهَا,f-a-r-z-u-h-aː,low
وَأَغَذَّ,w-a-ʔ-a-ɣ-a-ð-ð-a,high
الرُّومَانِيَّةُ,a-r-r-uː-m-aː-n-i-j-j-a,low
إسْطَنْبُولَ,ʔ-i-s-tˤ-a-n-b-uː-l-a,medium
وَتَلَظَّتْ,w-a-t-a-l-a-ðˤ-ðˤ-a-t,medium
الْأَصْنَامُ,a-l-ʔ-a-sˤ-n-aː-m-u,medium
تَأَسَّسَتْ,t-a-ʔ-a-s-s-a-s-a-t,medium
وَالْمَرَاجِعُ,w-aː-l-m-a-r-aː-dʒ-i-ʕ-u,medium
طَيْرَتَهُ,tˤ-a-j-r-a-t-a-h-u,medium
الْحِصَارُ,a-l-ħ-i-sˤ-aː-r-u,medium
اخْتَتَمَ,x-t-a-t-a-m-a,low
الجَوابِ,a-l-dʒ-a-w-b-i,low
يَلْحَظُوا,j-a-l-ħ-a-ðˤ-uː,medium
وَكَافّاً,w-a-k-aː-f-f,low
الْخَشَبَةَ,a-l-x-a-ʃ-a-b-a,low
وَالتَّكَهُّنَاتِ,w-aː-l-t-t-a-k-a-h-h-u-n-aː-t-i,low
وَنَقَاءِ,w-a-n-a-q-aː-ʔ-i,medium
بَعِيدَةً,b-a-ʕ-iː-d-a,medium
وَالإِنْشَاءِ,w-aː-l-ʔ-i-n-ʃ-aː-ʔ-i,medium
تَقَدَّمَتْ,t-a-q-a-d-d-a-m-a-t,medium
وَلَحَمَهُ,w-a-l-a-ħ-a-m-a-h-u,medium
أَعْدَاءَ,ʔ-a-ʕ-d-aː-ʔ-a,high
الْمَسِيحَ,a-l-m-a-s-iː-ħ-a,medium
مُسَخَّرٍ,m-u-s-a-x-x-a-r-i-n,low
إِيصَالَ,ʔ-iː-sˤ-aː-l-a,medium
بِحَقِّ,b-i-ħ-a-q-q-i,high
الْعُقْمِ,a-l-ʕ-u-q-m-i,medium
ذِرَاعه,ð-i-r-aː-ʕ-h,medium
إِطَارِ,ʔ-i-tˤ-aː-r-i,medium
الْقَرَارَ,a-l-q-a-r-aː-r-a,medium
وَآكَل,w-a-ʔ-aː-k-a-l,medium
جَلَسَاتِ,dʒ-a-l-a-s-aː-t-i,low
الْإِنْكِلِيزِيَّ,a-l-ʔ-i-n-k-i-l-iː-z-i-j-j-a,medium
أُنْكِرَ,ʔ-u-n-k-i-r-a,medium
لِيَزْعُمَ,l-i-j-a-z-ʕ-u-m-a,medium
بِاجْتِنَابِ,b-i-dʒ-t-i-n-aː-b-i,low
وَالْأَوْثَانَ,w-aː-l-ʔ-a-w-θ-aː-n-a,medium
وَظَائِفَ,w-a-ðˤ-aː-ʔ-i-f-a,medium
لِتَكْوِينِ,l-i-t-a-k-w-iː-n-i,low
يَتَصَدَّى,j-a-t-a-sˤ-a-d-d-aː,medium
بِعَمَلٍ,b-i-ʕ-a-m-a-l-i-n,medium
غَنِيٌّ,ɣ-a-n-i-j-j-u-n,medium
الْمُرْتَكِسِ,a-l-m-u-r-t-a-k-i-s-i,low
أَجْمَل,ʔ-a-dʒ-m-a-l,medium
وَالشَّرَارُ,w-aː-l-ʃ-ʃ-a-r-aː-r-u,low
وَمَكَّنَنِي,w-a-m-a-k-k-a-n-a-n-iː,low
النَّعْلَ,a-n-n-a-ʕ-l-a,medium
وَنَافِطَة,w-a-n-aː-f-i-tˤ-a,medium
يَبْلُغُهَا,j-a-b-l-u-ɣ-u-h-aː,medium
أَضْرَارًا,ʔ-a-dˤ-r-aː-r-a-n,medium
تَجِدُهَا,t-a-dʒ-i-d-u-h-aː,low
فَأْرٍ,f-a-ʔ-r-i-n,medium
يَهَابُ,j-a-h-aː-b-u,low
الْمُتَنَاوِل,a-l-m-u-t-a-n-aː-w-i-l,low
وَشَحَذْتُ,w-a-ʃ-a-ħ-a-ð-t-u,medium
سَبَّهُ,s-a-b-b-a-h-u,low
وَتَخْلُقُ,w-a-t-a-x-l-u-q-u,medium
شَرَفَ,ʃ-a-r-a-f-a,low
بَسَاتِينُ,b-a-s-aː-t-iː-n-u,low
هَدْمِ,h-a-d-m-i,low
رَائِدَةٍ,r-aː-ʔ-i-d-a,medium
بِالْعَلَانِيَةِ,b-i-l-ʕ-a-l-aː-n-i-j-a,medium
الإِخْلاصِ,a-l-ʔ-i-x-l-sˤ-i,medium
خَلِيقَتِهِ,x-a-l-iː-q-a-t-i-h-i,medium
وَبِضَمَّتَيْنِ,w-a-b-i-dˤ-a-m-m-a-t-a-j-n-i,medium
التَّنَاقُضُ,a-t-t-a-n-aː-q-u-dˤ-u,medium
وَالطَّالِحِ,w-aː-l-tˤ-tˤ-aː-l-i-ħ-i,high
الْمُعْضِلاتِ,a-l-m-u-ʕ-dˤ-i-l-t-i,medium
طَرَفَيْ,tˤ-a-r-a-f-a-j,medium
أَنَّ,ʔ-a-n-n-a,medium
وَسَلَامُهُ,w-a-s-a-l-aː-m-u-h-u,low
أَنَابِيبِ,ʔ-a-n-aː-b-iː-b-i,medium
وَالِاتِّجَاهِ,w-aː-l-i-t-t-i-dʒ-aː-h-i,low
وَالْمُقَدَّسُونَ,w-aː-l-m-u-q-a-d-d-a-s-uː-n-a,medium
صَبَغَهَا,sˤ-a-b-a-ɣ-a-h-aː,medium
وَيُقَدِّمَ,w-a-j-u-q-a-d-d-i-m-a,medium
تُحَتِّمُهَا,t-u-ħ-a-t-t-i-m-u-h-aː,medium
زَالَتْ,z-aː-l-a-t,low
تَقَلُّبًا,t-a-q-a-l-l-u-b-a-n,medium
صَلَاحِيَةُ,sˤ-a-l-aː-ħ-i-j-a,medium
يَتَّخِذُ,j-a-t-t-a-x-i-ð-u,medium
نُصْحِ,n-u-sˤ-ħ-i,medium
الْمُرْتَزِقَةِ,a-l-m-u-r-t-a-z-i-q-a,medium
عَدَاءٌ,ʕ-a-d-aː-ʔ-u-n,medium
لِلذَّرَّاتِ,l-i-l-ð-ð-a-r-r-aː-t-i,medium
